2019_British_prorogation_controversy,0,1
2019_British_prorogation_controversy,0,2
2019_British_prorogation_controversy,1,2
2019_Indian_general_election,0,1
2019_in_film,0,1
2019_in_film,0,2
2019_in_film,1,2
2019_State_of_the_Union_Address,0,1
2019_State_of_the_Union_Address,0,2
2019_State_of_the_Union_Address,1,2
91st_Academy_Awards,0,1
91st_Academy_Awards,0,2
91st_Academy_Awards,1,2
Academy_Award_for_Best_Actor,0,1
Academy_Award_for_Best_Actor,0,2
Academy_Award_for_Best_Actor,1,2
Aladdin_(2019_film),0,1
Aladdin_(2019_film),0,2
Aladdin_(2019_film),1,2
Alexandra_Grant,0,1
Alexandra_Grant,0,2
Alexandra_Grant,1,2
Alexandria_Ocasio-Cortez,0,1
Alexandria_Ocasio-Cortez,0,2
Alexandria_Ocasio-Cortez,1,2
Al_Pacino,0,1
Al_Pacino,0,2
Al_Pacino,1,2
Annus_horribilis,0,1
Area_51,0,1
Area_51,0,2
Area_51,1,2
Arrowverse,0,1
Arrowverse,0,2
Arrowverse,1,2
Avatar_(2009_film),0,1
Avatar_(2009_film),0,2
Avatar_(2009_film),1,2
Ayanna_Pressley,0,1
Ayanna_Pressley,0,2
Ayanna_Pressley,1,2
A_Kind_of_Magic,0,1
A_Star_Is_Born_(2018_film),0,1
A_Star_Is_Born_(2018_film),0,2
A_Star_Is_Born_(2018_film),1,2
Baby_of_the_House,0,1
Baby_of_the_House,0,2
Baby_of_the_House,1,2
Bad_Guy_(Billie_Eilish_song),0,1
Bad_Guy_(Billie_Eilish_song),0,2
Bad_Guy_(Billie_Eilish_song),1,2
Bharatiya_Janata_Party,0,1
Bharatiya_Janata_Party,0,2
Bharatiya_Janata_Party,1,2
Bicycle_Race,0,1
Bicycle_Race,0,2
Bicycle_Race,1,2
Billboard_Year-End_Hot_100_singles_of_2019,0,1
Billboard_Year-End_Hot_100_singles_of_2019,0,2
Billboard_Year-End_Hot_100_singles_of_2019,1,2
Billie_Eilish,0,1
Black_Mirror,0,1
Black_Mirror,0,2
Black_Mirror,1,2
Black_Widow_(2021_film),0,1
Black_Widow_(2021_film),0,2
Black_Widow_(2021_film),1,2
Boba_Fett,0,1
Boba_Fett,0,2
Boba_Fett,1,2
Bohemian_Rhapsody_(film),0,1
Bohemian_Rhapsody_(film),0,2
Bohemian_Rhapsody_(film),1,2
Bollywood,0,1
Bollywood,0,2
Bollywood,1,2
Bonnie_and_Clyde,0,1
Bonnie_and_Clyde,0,2
Bonnie_and_Clyde,1,2
Bonnie_and_Clyde_(film),0,1
Bonnie_and_Clyde_(film),0,2
Bonnie_and_Clyde_(film),1,2
Boris_Johnson,0,1
Boris_Johnson,0,2
Boris_Johnson,1,2
Brad_Pitt,0,1
Brie_Larson,0,1
Brie_Larson,0,2
Brie_Larson,1,2
Bury_a_Friend,0,1
Bury_a_Friend,0,2
Bury_a_Friend,1,2
Cameron_Boyce,0,1
Cannes_Film_Festival,0,1
Cannes_Film_Festival,0,2
Cannes_Film_Festival,1,2
Capocannoniere,0,1
Capocannoniere,0,2
Capocannoniere,1,2
Captain_Marvel_(film),0,1
Captain_Marvel_(film),0,2
Captain_Marvel_(film),1,2
Carol_Danvers,0,1
Carol_Danvers,0,2
Carol_Danvers,1,2
Casino_(1995_film),0,1
Casino_(1995_film),0,2
Casino_(1995_film),1,2
Cats_(2019_film),0,1
Cats_(2019_film),0,2
Cats_(2019_film),1,2
Chernobyl_(miniseries),0,1
Chernobyl_disaster,0,1
China,0,1
China,0,2
China,1,2
"Citizenship_(Amendment)_Act,_2019",0,1
"Citizenship_(Amendment)_Act,_2019",0,2
"Citizenship_(Amendment)_Act,_2019",1,2
Cristiano_Ronaldo,0,1
Cristiano_Ronaldo,0,2
Cristiano_Ronaldo,1,2
Crore,0,1
Crore,0,2
Crore,1,2
Cyberpunk_2077,0,1
Cyberpunk_2077,0,2
Cyberpunk_2077,1,2
Dark_Phoenix_(film),0,1
Dark_Phoenix_(film),0,2
Dark_Phoenix_(film),1,2
David_Benioff,0,1
DC_Comics,0,1
DC_Extended_Universe,0,1
Death_(Marvel_Comics),0,1
Death_(Marvel_Comics),0,2
Death_(Marvel_Comics),1,2
Death_of_Jeffrey_Epstein,0,1
Death_of_Jeffrey_Epstein,0,2
Death_of_Jeffrey_Epstein,1,2
Deepfake,0,1
Deepfake,0,2
Deepfake,1,2
Disney,0,1
Disney,0,2
Disney,1,2
Disney_Channel,0,1
Disney_Channel,0,2
Disney_Channel,1,2
Donald_Trump,0,1
Donald_Trump,0,2
Donald_Trump,1,2
Doris_Day,0,1
Doris_Day,0,2
Doris_Day,1,2
Dumbo_(2019_film),0,1
Dumbo_(2019_film),0,2
Dumbo_(2019_film),1,2
Dwayne_Johnson,0,1
Dwayne_Johnson,0,2
Dwayne_Johnson,1,2
Ed_Sheeran,0,1
Ed_Sheeran,0,2
Ed_Sheeran,1,2
Elizabeth_II,0,1
Elizabeth_II,0,2
Elizabeth_II,1,2
Elon_Musk,0,1
Elon_Musk,0,2
Elon_Musk,1,2
Elton_John,0,1
Elton_John,0,2
Elton_John,1,2
"Extremely_Wicked,_Shockingly_Evil_and_Vile",0,1
"Extremely_Wicked,_Shockingly_Evil_and_Vile",0,2
"Extremely_Wicked,_Shockingly_Evil_and_Vile",1,2
Fabio_Quagliarella,0,1
Fabio_Quagliarella,0,2
Fabio_Quagliarella,1,2
Factitious_disorder_imposed_on_another,0,1
Factitious_disorder_imposed_on_another,0,2
Factitious_disorder_imposed_on_another,1,2
Falcon_9,0,1
Falcon_9,0,2
Falcon_9,1,2
Fallout_3,0,1
Fallout_3,0,2
Fallout_3,1,2
Faye_Dunaway,0,1
Faye_Dunaway,0,2
Faye_Dunaway,1,2
FIRST_Robotics_Competition,0,1
FIRST_Robotics_Competition,0,2
FIRST_Robotics_Competition,1,2
Frank_Hamer,0,1
Frank_Sheeran,0,1
Frank_Sheeran,0,2
Frank_Sheeran,1,2
Freddie_Mercury,0,1
Freddie_Mercury,0,2
Freddie_Mercury,1,2
Game_of_Thrones,0,1
Game_of_Thrones,0,2
Game_of_Thrones,1,2
Game_of_Thrones_(season_4),0,1
Game_of_Thrones_(season_4),0,2
Game_of_Thrones_(season_4),1,2
Game_of_Thrones_(season_8),0,1
Game_of_Thrones_(season_8),0,2
Game_of_Thrones_(season_8),1,2
Gandhi_Jayanti,0,1
Gemini_Man_(film),0,1
George_Lucas,0,1
George_Lucas,0,2
George_Lucas,1,2
Get_Out,0,1
Get_Out,0,2
Get_Out,1,2
Glass_(2019_film),0,1
Glass_(2019_film),0,2
Glass_(2019_film),1,2
Golden_Lion,0,1
Golden_Lion,0,2
Golden_Lion,1,2
Goodfellas,0,1
Goodfellas,0,2
Goodfellas,1,2
Gotham_City,0,1
Gotham_City,0,2
Gotham_City,1,2
Her_(film),0,1
Ilhan_Omar,0,1
Ilhan_Omar,0,2
Ilhan_Omar,1,2
Immigration_policy_of_Donald_Trump,0,1
Immigration_policy_of_Donald_Trump,0,2
Immigration_policy_of_Donald_Trump,1,2
India,0,1
